# MOCK SYNTHETIC AIS HISTORY — NOT REAL POSITIONS
# For UI development only. See sample_ais_history_MOCK.README.txt
imo,timestamp,lat,lon,speed_knots,heading
1040447,2025-06-16T20:00:00Z,33.71462,-118.28681,14.1,135.0
1040447,2025-06-16T23:00:00Z,35.42051,-120.80059,9.5,166.0
1040447,2025-06-18T11:00:00Z,37.08558,-123.38732,10.4,256.0
1040447,2025-06-19T23:00:00Z,38.70318,-126.10153,14.2,238.0
1040447,2025-06-20T02:00:00Z,40.24623,-128.9671,13.0,254.0
1040447,2025-06-20T10:00:00Z,41.70922,-131.97735,9.8,169.0
1040447,2025-06-22T22:00:00Z,43.12332,-135.07777,11.7,301.0
1040447,2025-06-24T22:00:00Z,44.44767,-138.3708,11.1,280.0
1040447,2025-06-26T22:00:00Z,45.63483,-141.74835,12.9,73.0
1040447,2025-06-27T16:00:00Z,46.73142,-145.32852,11.7,276.0
1040447,2025-06-29T16:00:00Z,47.72959,-149.02823,14.7,164.0
1040447,2025-06-29T22:00:00Z,48.58478,-152.81783,12.8,156.0
1040447,2025-07-01T22:00:00Z,49.32898,-156.80351,14.5,274.0
1040447,2025-07-02T10:00:00Z,49.94613,-160.83856,10.2,129.0
1040447,2025-07-03T10:00:00Z,50.36066,-164.94175,15.0,241.0
1040447,2025-07-04T10:00:00Z,50.70912,-169.18248,15.3,166.0
1040447,2025-07-04T16:00:00Z,50.77983,-173.45825,12.9,155.0
1040447,2025-07-06T04:00:00Z,50.81067,-177.67586,8.9,355.0
1040447,2025-07-06T10:00:00Z,50.68217,178.06972,9.6,102.0
1040447,2025-07-06T18:00:00Z,50.33459,173.82463,9.5,199.0
1040447,2025-07-07T00:00:00Z,49.86614,169.73184,11.5,63.0
1040447,2025-07-09T00:00:00Z,49.26767,165.71405,11.3,243.0
1040447,2025-07-09T06:00:00Z,48.48693,161.78747,15.5,78.0
1040447,2025-07-09T12:00:00Z,47.66012,157.90984,9.7,180.0
1040447,2025-07-09T20:00:00Z,46.62181,154.26501,13.2,287.0
1040447,2025-07-10T02:00:00Z,45.5422,150.73569,10.6,346.0
1040447,2025-07-11T14:00:00Z,44.34878,147.34547,14.8,83.0
1040447,2025-07-11T17:00:00Z,43.02405,144.06425,14.1,9.0
1040447,2025-07-12T01:00:00Z,41.56996,140.99189,14.0,347.0
1040447,2025-07-14T13:00:00Z,40.08919,137.98319,10.2,185.0
1040447,2025-07-16T01:00:00Z,38.55565,135.12151,13.5,238.0
1040447,2025-07-17T13:00:00Z,36.93179,132.46644,13.2,319.0
1040447,2025-07-17T21:00:00Z,35.29947,129.82403,9.1,264.0
1040447,2025-07-18T15:00:00Z,33.56587,127.37067,12.7,229.0
1040447,2025-07-19T03:00:00Z,31.72594,124.90835,14.0,344.0
1040447,2025-07-20T03:00:00Z,29.93169,122.67128,8.6,167.0
1040447,2025-07-20T09:00:00Z,28.10231,120.42042,14.7,60.0
1040447,2025-07-20T12:00:00Z,26.21113,118.29232,13.6,224.0
1040447,2025-07-22T00:00:00Z,24.2141,116.16758,11.9,145.0
1040447,2025-07-24T12:00:00Z,22.27208,114.16808,11.4,313.0
8795871,2025-06-04T00:00:00Z,19.10836,72.88632,14.9,241.0
8795871,2025-06-05T00:00:00Z,18.63217,73.8053,13.1,177.0
8795871,2025-06-05T18:00:00Z,18.1873,74.71882,9.6,13.0
8795871,2025-06-06T18:00:00Z,17.75354,75.6372,11.5,93.0
8795871,2025-06-07T02:00:00Z,17.28504,76.53287,12.8,6.0
8795871,2025-06-08T02:00:00Z,16.86303,77.42532,12.5,82.0
8795871,2025-06-10T02:00:00Z,16.32519,78.3664,11.3,315.0
8795871,2025-06-12T02:00:00Z,15.93395,79.18959,15.3,307.0
8795871,2025-06-13T02:00:00Z,15.45665,80.10952,10.3,27.0
8795871,2025-06-13T20:00:00Z,14.93412,80.99028,11.6,237.0
8795871,2025-06-14T14:00:00Z,14.46715,81.84367,11.2,23.0
8795871,2025-06-14T17:00:00Z,14.01533,82.73911,10.9,283.0
8795871,2025-06-14T23:00:00Z,13.50837,83.63061,14.1,155.0
8795871,2025-06-16T23:00:00Z,12.98906,84.51646,15.3,14.0
8795871,2025-06-17T07:00:00Z,12.51276,85.33629,10.2,17.0
8795871,2025-06-17T10:00:00Z,12.03654,86.22039,9.9,48.0
8795871,2025-06-18T04:00:00Z,11.57542,87.11517,15.0,214.0
8795871,2025-06-18T12:00:00Z,11.0345,87.96652,11.0,190.0
8795871,2025-06-19T00:00:00Z,10.51696,88.80969,14.5,324.0
8795871,2025-06-20T12:00:00Z,10.06878,89.6787,14.3,306.0
8795871,2025-06-21T06:00:00Z,9.53799,90.5072,15.2,107.0
8795871,2025-06-23T18:00:00Z,9.00346,91.36524,13.5,227.0
8795871,2025-06-25T06:00:00Z,8.492,92.18438,11.7,113.0
8795871,2025-06-27T06:00:00Z,8.00644,92.99028,15.2,205.0
8795871,2025-06-28T18:00:00Z,7.46699,93.8498,10.2,131.0
8795871,2025-06-29T00:00:00Z,6.95588,94.73492,8.7,129.0
8795871,2025-06-29T18:00:00Z,6.49536,95.51083,10.5,52.0
8795871,2025-07-01T18:00:00Z,5.97035,96.34992,14.3,201.0
8795871,2025-07-02T06:00:00Z,5.45193,97.24219,9.1,317.0
8795871,2025-07-02T12:00:00Z,4.927,98.02321,13.3,85.0
8795871,2025-07-02T15:00:00Z,4.42522,98.83101,9.3,5.0
8795871,2025-07-03T03:00:00Z,3.897,99.67029,9.8,120.0
8795871,2025-07-03T21:00:00Z,3.36332,100.52365,11.1,115.0
8795871,2025-07-04T05:00:00Z,2.83873,101.35172,12.7,100.0
8795871,2025-07-04T13:00:00Z,2.28681,102.18076,11.7,83.0
8795871,2025-07-04T17:00:00Z,1.77057,102.99634,11.3,88.0
8795871,2025-07-06T05:00:00Z,1.23765,103.84869,11.1,211.0
8795871,2025-07-08T17:00:00Z,1.23167,103.81812,14.2,262.0
8795871,2025-07-09T05:00:00Z,1.79398,102.99648,11.0,146.0
8795871,2025-07-09T23:00:00Z,2.28245,102.19565,8.8,17.0
8795871,2025-07-10T11:00:00Z,2.76759,101.39021,9.4,126.0
8795871,2025-07-12T11:00:00Z,3.29422,100.64117,8.7,30.0
8795871,2025-07-14T23:00:00Z,3.82421,99.82611,15.1,1.0
8795871,2025-07-16T11:00:00Z,4.2787,99.03152,11.4,241.0
8795871,2025-07-17T23:00:00Z,4.8422,98.22726,12.0,98.0
8795871,2025-07-20T11:00:00Z,5.31694,97.41675,10.6,17.0
8795871,2025-07-22T23:00:00Z,5.83492,96.60035,14.1,78.0
8795871,2025-07-23T07:00:00Z,6.33772,95.74073,9.2,106.0
8795871,2025-07-23T10:00:00Z,6.84253,94.9882,10.2,188.0
8795871,2025-07-24T22:00:00Z,7.32884,94.1253,14.2,135.0
8795871,2025-07-25T01:00:00Z,7.83123,93.32745,9.3,98.0
8795871,2025-07-25T07:00:00Z,8.34998,92.4796,11.2,84.0
8795871,2025-07-25T19:00:00Z,8.82628,91.7056,14.3,74.0
8795871,2025-07-26T19:00:00Z,9.33497,90.87745,13.6,245.0
8795871,2025-07-26T23:00:00Z,9.83157,90.01692,11.4,33.0
8795871,2025-07-27T02:00:00Z,10.28066,89.20843,9.4,99.0
8795871,2025-07-29T02:00:00Z,10.8149,88.3534,14.1,55.0
8795871,2025-07-30T14:00:00Z,11.29257,87.57431,14.4,89.0
8795871,2025-08-01T02:00:00Z,11.7357,86.74633,13.4,109.0
8795871,2025-08-01T05:00:00Z,12.25942,85.87292,8.6,143.0
8795871,2025-08-03T05:00:00Z,12.75118,85.03439,12.5,127.0
8795871,2025-08-03T08:00:00Z,13.18599,84.21045,10.1,128.0
8795871,2025-08-05T08:00:00Z,13.70194,83.3116,13.6,134.0
8795871,2025-08-05T14:00:00Z,14.10384,82.50127,10.9,306.0
8795871,2025-08-08T02:00:00Z,14.58186,81.623,12.9,81.0
8795871,2025-08-08T05:00:00Z,15.03971,80.76795,9.7,348.0
8795871,2025-08-08T13:00:00Z,15.50351,79.95279,14.8,255.0
8795871,2025-08-10T13:00:00Z,15.99137,79.05521,9.5,115.0
8795871,2025-08-10T19:00:00Z,16.41632,78.15391,10.6,156.0
8795871,2025-08-11T13:00:00Z,16.87912,77.27193,12.3,130.0
8795871,2025-08-13T13:00:00Z,17.30459,76.46564,12.7,333.0
8795871,2025-08-13T16:00:00Z,17.73909,75.5778,9.1,159.0
8795871,2025-08-14T16:00:00Z,18.18805,74.63157,9.1,211.0
8795871,2025-08-16T04:00:00Z,18.64854,73.80132,13.8,216.0
8795871,2025-08-16T22:00:00Z,19.10874,72.86299,14.7,142.0
9282481,2025-06-14T12:00:00Z,1.27739,103.81502,14.0,324.0
9282481,2025-06-15T00:00:00Z,-0.09493,101.78279,14.7,152.0
9282481,2025-06-15T08:00:00Z,-1.46622,99.79033,12.1,97.0
9282481,2025-06-16T08:00:00Z,-2.77231,97.85833,9.4,99.0
9282481,2025-06-18T08:00:00Z,-4.12347,95.8436,10.3,287.0
9282481,2025-06-19T20:00:00Z,-5.47651,93.77627,8.9,20.0
9282481,2025-06-21T08:00:00Z,-6.79976,91.74719,11.3,153.0
9282481,2025-06-23T20:00:00Z,-8.12132,89.77048,10.8,203.0
9282481,2025-06-25T08:00:00Z,-9.42298,87.66664,14.7,143.0
9282481,2025-06-27T08:00:00Z,-10.7963,85.60973,11.5,314.0
9282481,2025-06-29T20:00:00Z,-12.07776,83.55879,13.3,125.0
9282481,2025-06-30T08:00:00Z,-13.30705,81.42398,10.6,205.0
9282481,2025-07-02T08:00:00Z,-14.55819,79.34744,13.1,204.0
9282481,2025-07-04T20:00:00Z,-15.82465,77.16654,11.2,4.0
9282481,2025-07-04T23:00:00Z,-17.01135,75.04488,13.3,201.0
9282481,2025-07-05T03:00:00Z,-18.23754,72.83873,12.0,350.0
9282481,2025-07-05T11:00:00Z,-19.3975,70.57077,13.1,340.0
9282481,2025-07-05T19:00:00Z,-20.52194,68.34277,12.9,318.0
9282481,2025-07-07T19:00:00Z,-21.68925,65.99469,9.2,135.0
9282481,2025-07-08T01:00:00Z,-22.70774,63.6895,9.1,151.0
9282481,2025-07-08T13:00:00Z,-23.79856,61.3287,12.7,35.0
9282481,2025-07-09T13:00:00Z,-24.76021,58.93263,9.2,100.0
9282481,2025-07-09T17:00:00Z,-25.73261,56.49147,12.3,343.0
9282481,2025-07-11T05:00:00Z,-26.6643,54.01092,9.2,204.0
9282481,2025-07-12T05:00:00Z,-27.57609,51.47081,11.2,72.0
9282481,2025-07-14T17:00:00Z,-28.42288,48.90859,11.7,29.0
9282481,2025-07-14T23:00:00Z,-29.20259,46.27417,11.5,311.0
9282481,2025-07-17T11:00:00Z,-29.89701,43.63915,10.6,336.0
9282481,2025-07-18T11:00:00Z,-30.58821,40.99734,14.0,109.0
9282481,2025-07-18T15:00:00Z,-31.26051,38.27041,13.1,272.0
9282481,2025-07-20T03:00:00Z,-31.78292,35.48853,9.0,344.0
9282481,2025-07-20T15:00:00Z,-32.32299,32.74934,9.6,311.0
9282481,2025-07-21T03:00:00Z,-32.80266,29.88459,10.1,2.0
9282481,2025-07-21T07:00:00Z,-33.17107,27.08244,11.4,203.0
9282481,2025-07-22T07:00:00Z,-33.4548,24.2335,13.1,70.0
9282481,2025-07-24T19:00:00Z,-33.74244,21.31317,15.3,55.0
9282481,2025-07-27T07:00:00Z,-33.90529,18.40884,15.0,307.0
9282481,2025-07-27T13:00:00Z,-33.90775,18.43956,12.0,172.0
9282481,2025-07-28T07:00:00Z,-33.76503,21.20967,10.1,180.0
9282481,2025-07-28T11:00:00Z,-33.52331,24.06155,12.1,210.0
9282481,2025-07-28T17:00:00Z,-33.17148,26.85228,9.2,285.0
9282481,2025-07-29T01:00:00Z,-32.81305,29.5815,15.2,269.0
9282481,2025-07-30T13:00:00Z,-32.35838,32.32477,15.1,291.0
9282481,2025-07-30T19:00:00Z,-31.91113,35.0417,10.1,244.0
9282481,2025-08-01T19:00:00Z,-31.38848,37.74432,14.3,29.0
9282481,2025-08-04T07:00:00Z,-30.79354,40.40011,14.2,95.0
9282481,2025-08-04T19:00:00Z,-30.06508,43.04602,8.6,119.0
9282481,2025-08-05T19:00:00Z,-29.43949,45.5818,15.1,198.0
9282481,2025-08-07T19:00:00Z,-28.63754,48.09546,10.7,78.0
9282481,2025-08-07T23:00:00Z,-27.87285,50.62178,11.9,78.0
9282481,2025-08-08T17:00:00Z,-26.97074,53.13142,10.1,158.0
9282481,2025-08-08T21:00:00Z,-26.13383,55.50254,14.2,121.0
9282481,2025-08-09T15:00:00Z,-25.19842,57.90587,11.9,66.0
9282481,2025-08-09T23:00:00Z,-24.20004,60.32252,15.0,95.0
9282481,2025-08-12T11:00:00Z,-23.23396,62.5708,15.4,246.0
9282481,2025-08-12T19:00:00Z,-22.17354,64.87792,10.0,264.0
9282481,2025-08-12T23:00:00Z,-21.10365,67.12345,10.2,237.0
9282481,2025-08-13T23:00:00Z,-20.02483,69.34189,11.9,221.0
9282481,2025-08-14T23:00:00Z,-18.91828,71.55712,14.1,21.0
9282481,2025-08-16T23:00:00Z,-17.78632,73.68878,13.6,24.0
9282481,2025-08-18T11:00:00Z,-16.60684,75.85531,8.9,53.0
9282481,2025-08-19T23:00:00Z,-15.42791,77.91925,13.0,264.0
9282481,2025-08-20T11:00:00Z,-14.15254,80.01628,13.4,184.0
9282481,2025-08-21T11:00:00Z,-12.98487,82.10641,14.8,94.0
9282481,2025-08-23T11:00:00Z,-11.71563,84.14862,12.4,357.0
9282481,2025-08-24T05:00:00Z,-10.43822,86.12586,14.7,292.0
9282481,2025-08-24T08:00:00Z,-9.1375,88.17589,11.4,61.0
9282481,2025-08-25T02:00:00Z,-7.92636,90.1584,13.6,91.0
9282481,2025-08-25T06:00:00Z,-6.59656,92.08412,11.3,323.0
9282481,2025-08-25T14:00:00Z,-5.28665,94.08238,9.7,197.0
9282481,2025-08-27T14:00:00Z,-4.02994,96.0299,11.1,310.0
9282481,2025-08-28T14:00:00Z,-2.70969,98.00012,10.7,131.0
9282481,2025-08-28T17:00:00Z,-1.33856,99.91404,11.7,44.0
9282481,2025-08-28T21:00:00Z,-0.05708,101.9066,11.4,174.0
9282481,2025-08-29T00:00:00Z,1.28207,103.8025,11.4,236.0
9292979,2025-05-18T00:00:00Z,1.23046,103.81971,9.2,229.0
9292979,2025-05-18T06:00:00Z,3.76007,101.87624,12.6,237.0
9292979,2025-05-20T18:00:00Z,6.26523,99.90424,11.9,280.0
9292979,2025-05-20T22:00:00Z,8.77275,98.01766,11.2,278.0
9292979,2025-05-21T01:00:00Z,11.25472,96.01019,9.5,85.0
9292979,2025-05-21T05:00:00Z,13.71166,93.92372,9.8,84.0
9292979,2025-05-23T05:00:00Z,16.17849,91.91062,14.3,263.0
9292979,2025-05-23T17:00:00Z,18.59375,89.80767,10.5,54.0
9292979,2025-05-23T21:00:00Z,21.04581,87.56936,8.8,193.0
9292979,2025-05-25T21:00:00Z,23.43833,85.30661,13.3,80.0
9292979,2025-05-27T21:00:00Z,25.79197,83.04091,15.1,156.0
9292979,2025-05-28T21:00:00Z,28.08843,80.56102,12.7,217.0
9292979,2025-05-29T00:00:00Z,30.35308,78.08215,14.9,143.0
9292979,2025-05-29T08:00:00Z,32.51676,75.37534,15.3,349.0
9292979,2025-05-30T02:00:00Z,34.71122,72.64948,15.1,228.0
9292979,2025-06-01T02:00:00Z,36.81083,69.72023,9.2,170.0
9292979,2025-06-02T02:00:00Z,38.78093,66.60029,13.8,123.0
9292979,2025-06-02T10:00:00Z,40.74899,63.34819,12.5,85.0
9292979,2025-06-03T22:00:00Z,42.59102,59.87722,12.0,225.0
9292979,2025-06-04T10:00:00Z,44.24882,56.19778,14.4,94.0
9292979,2025-06-04T14:00:00Z,45.82858,52.29884,13.7,193.0
9292979,2025-06-05T14:00:00Z,47.31419,48.25667,9.8,265.0
9292979,2025-06-05T17:00:00Z,48.59611,43.92634,14.3,206.0
9292979,2025-06-06T11:00:00Z,49.73787,39.3908,15.3,302.0
9292979,2025-06-06T19:00:00Z,50.72172,34.67072,11.7,296.0
9292979,2025-06-07T19:00:00Z,51.48327,29.82889,9.1,301.0
9292979,2025-06-08T01:00:00Z,52.02862,24.77119,11.7,76.0
9292979,2025-06-08T07:00:00Z,52.30317,19.61888,10.2,276.0
9292979,2025-06-08T13:00:00Z,52.44576,14.41645,8.6,304.0
9292979,2025-06-10T13:00:00Z,52.32532,9.26832,11.3,74.0
9292979,2025-06-10T21:00:00Z,51.95886,4.1013,9.6,323.0
9292979,2025-06-11T05:00:00Z,51.97813,4.16637,13.5,126.0
9292979,2025-06-11T11:00:00Z,52.32791,9.13176,12.2,337.0
9292979,2025-06-13T23:00:00Z,52.40396,14.12172,10.0,57.0
9292979,2025-06-14T17:00:00Z,52.32586,19.12792,10.1,240.0
9292979,2025-06-15T17:00:00Z,52.09803,24.12712,12.7,274.0
9292979,2025-06-15T23:00:00Z,51.54802,28.99978,9.8,218.0
9292979,2025-06-16T17:00:00Z,50.90367,33.75692,11.3,314.0
9292979,2025-06-17T01:00:00Z,50.00638,38.38922,9.7,309.0
9292979,2025-06-17T19:00:00Z,48.90539,42.75729,14.5,144.0
9292979,2025-06-18T07:00:00Z,47.74535,47.0413,8.9,313.0
9292979,2025-06-19T01:00:00Z,46.37954,51.06045,10.5,265.0
9292979,2025-06-21T01:00:00Z,44.8835,54.89287,9.9,203.0
9292979,2025-06-22T13:00:00Z,43.2438,58.47404,12.3,113.0
9292979,2025-06-23T07:00:00Z,41.50073,61.89505,11.8,2.0
9292979,2025-06-23T11:00:00Z,39.70042,65.14945,8.6,105.0
9292979,2025-06-23T19:00:00Z,37.74531,68.21219,14.5,45.0
9292979,2025-06-26T07:00:00Z,35.77352,71.15463,15.0,179.0
9292979,2025-06-28T07:00:00Z,33.70835,73.86569,9.1,337.0
9292979,2025-06-28T19:00:00Z,31.65178,76.49546,10.0,325.0
9292979,2025-06-29T19:00:00Z,29.43002,79.04868,10.2,169.0
9292979,2025-06-29T23:00:00Z,27.22907,81.44943,9.1,251.0
9292979,2025-06-30T03:00:00Z,25.01254,83.74435,9.9,220.0
9292979,2025-07-01T03:00:00Z,22.73916,85.99888,13.9,159.0
9292979,2025-07-01T21:00:00Z,20.4289,88.17763,12.4,180.0
9292979,2025-07-03T09:00:00Z,18.05138,90.28306,12.8,226.0
9292979,2025-07-04T03:00:00Z,15.73743,92.28512,9.0,60.0
9292979,2025-07-04T09:00:00Z,13.325,94.31498,8.9,136.0
9292979,2025-07-04T17:00:00Z,10.95882,96.2363,13.5,118.0
9292979,2025-07-04T21:00:00Z,8.49722,98.16136,9.3,110.0
9292979,2025-07-05T05:00:00Z,6.13204,100.02949,12.8,258.0
9292979,2025-07-05T08:00:00Z,3.66421,101.97883,13.4,344.0
9292979,2025-07-07T20:00:00Z,1.29142,103.81806,13.1,132.0
9294575,2025-06-01T15:00:00Z,-6.14789,106.91682,14.9,305.0
9294575,2025-06-03T15:00:00Z,-4.86496,107.15517,15.5,137.0
9294575,2025-06-05T03:00:00Z,-3.6726,107.49333,11.5,222.0
9294575,2025-06-05T15:00:00Z,-2.38824,107.76337,12.0,48.0
9294575,2025-06-05T19:00:00Z,-1.12907,108.09281,12.7,231.0
9294575,2025-06-07T19:00:00Z,0.08925,108.38648,11.2,228.0
9294575,2025-06-07T22:00:00Z,1.317,108.68706,14.4,205.0
9294575,2025-06-09T22:00:00Z,2.55328,109.0136,13.3,88.0
9294575,2025-06-10T16:00:00Z,3.76528,109.30459,10.2,204.0
9294575,2025-06-10T19:00:00Z,5.02538,109.63,13.6,307.0
9294575,2025-06-12T19:00:00Z,6.22549,109.93759,12.5,178.0
9294575,2025-06-12T22:00:00Z,7.48504,110.23659,12.8,57.0
9294575,2025-06-14T22:00:00Z,8.70718,110.53166,11.6,300.0
9294575,2025-06-16T22:00:00Z,9.93512,110.89466,11.3,59.0
9294575,2025-06-17T10:00:00Z,11.18125,111.20917,11.5,295.0
9294575,2025-06-17T22:00:00Z,12.42878,111.51681,13.8,221.0
9294575,2025-06-20T10:00:00Z,13.6725,111.8011,11.0,356.0
9294575,2025-06-20T18:00:00Z,14.87759,112.15566,14.5,86.0
9294575,2025-06-22T18:00:00Z,16.15324,112.49056,10.0,198.0
9294575,2025-06-25T06:00:00Z,17.36257,112.7694,14.1,263.0
9294575,2025-06-26T06:00:00Z,18.60934,113.14144,13.9,306.0
9294575,2025-06-26T18:00:00Z,19.79908,113.50282,10.3,70.0
9294575,2025-06-28T18:00:00Z,21.0752,113.79466,9.7,259.0
9294575,2025-06-30T18:00:00Z,22.2651,114.1349,12.6,22.0
9294575,2025-07-02T06:00:00Z,22.26294,114.20116,15.1,10.0
9294575,2025-07-02T12:00:00Z,21.12337,113.84346,14.6,215.0
9294575,2025-07-05T00:00:00Z,19.94251,113.53863,13.4,56.0
9294575,2025-07-05T03:00:00Z,18.74335,113.15254,10.5,190.0
9294575,2025-07-05T09:00:00Z,17.53005,112.81805,15.4,134.0
9294575,2025-07-07T21:00:00Z,16.40608,112.56447,12.6,316.0
9294575,2025-07-09T21:00:00Z,15.22443,112.20937,13.8,162.0
9294575,2025-07-10T03:00:00Z,14.02658,111.93071,13.1,301.0
9294575,2025-07-10T09:00:00Z,12.87195,111.61864,11.4,296.0
9294575,2025-07-11T03:00:00Z,11.6794,111.30888,13.2,208.0
9294575,2025-07-13T03:00:00Z,10.44792,111.02801,12.3,329.0
9294575,2025-07-13T21:00:00Z,9.26438,110.66615,15.4,82.0
9294575,2025-07-14T03:00:00Z,8.12113,110.42318,13.6,151.0
9294575,2025-07-16T03:00:00Z,6.90307,110.12425,11.2,275.0
9294575,2025-07-16T06:00:00Z,5.74719,109.7819,10.3,105.0
9294575,2025-07-18T18:00:00Z,4.55926,109.52941,12.6,346.0
9294575,2025-07-19T02:00:00Z,3.39524,109.22202,15.1,96.0
9294575,2025-07-19T14:00:00Z,2.20989,108.91121,14.4,259.0
9294575,2025-07-20T14:00:00Z,0.96983,108.63289,12.3,278.0
9294575,2025-07-21T02:00:00Z,-0.18726,108.3418,14.0,325.0
9294575,2025-07-23T02:00:00Z,-1.39944,108.07231,9.3,22.0
9294575,2025-07-23T05:00:00Z,-2.55734,107.72005,9.4,279.0
9294575,2025-07-24T05:00:00Z,-3.77482,107.47325,15.2,25.0
9294575,2025-07-24T09:00:00Z,-4.93433,107.1589,8.7,328.0
9294575,2025-07-24T12:00:00Z,-6.09864,106.91676,12.4,333.0
9333656,2025-05-29T15:00:00Z,35.47182,139.67501,12.9,352.0
9333656,2025-05-29T18:00:00Z,37.04951,141.76166,10.8,254.0
9333656,2025-05-30T12:00:00Z,38.6304,143.86653,14.4,297.0
9333656,2025-05-31T12:00:00Z,40.17151,146.12835,14.1,355.0
9333656,2025-05-31T20:00:00Z,41.61417,148.52307,11.2,163.0
9333656,2025-06-03T08:00:00Z,43.03918,150.96328,13.0,354.0
9333656,2025-06-05T20:00:00Z,44.38543,153.57224,11.6,246.0
9333656,2025-06-06T08:00:00Z,45.72701,156.25563,14.2,67.0
9333656,2025-06-08T20:00:00Z,46.95437,159.06491,10.6,205.0
9333656,2025-06-09T08:00:00Z,48.12289,162.05031,10.9,20.0
9333656,2025-06-09T14:00:00Z,49.25907,165.14115,9.2,90.0
9333656,2025-06-09T17:00:00Z,50.23815,168.30713,14.2,258.0
9333656,2025-06-09T21:00:00Z,51.16642,171.64822,13.8,86.0
9333656,2025-06-10T01:00:00Z,51.97007,175.13195,14.2,95.0
9333656,2025-06-10T13:00:00Z,52.71423,178.76531,13.6,87.0
9333656,2025-06-12T13:00:00Z,53.33706,-177.49777,13.7,81.0
9333656,2025-06-12T16:00:00Z,53.80577,-173.69416,10.8,274.0
9333656,2025-06-13T04:00:00Z,54.10963,-169.80206,9.4,182.0
9333656,2025-06-13T10:00:00Z,54.3274,-165.87629,8.8,196.0
9333656,2025-06-13T22:00:00Z,54.44298,-161.92603,14.7,21.0
9333656,2025-06-15T22:00:00Z,54.39178,-157.90382,9.4,291.0
9333656,2025-06-17T10:00:00Z,54.24263,-153.98432,8.9,106.0
9333656,2025-06-19T10:00:00Z,53.98589,-150.0347,8.6,271.0
9333656,2025-06-20T04:00:00Z,53.56032,-146.18733,14.9,187.0
9333656,2025-06-20T07:00:00Z,53.03759,-142.43772,12.0,80.0
9333656,2025-06-20T10:00:00Z,52.3934,-138.7874,12.9,268.0
9333656,2025-06-20T14:00:00Z,51.58686,-135.22595,14.6,186.0
9333656,2025-06-22T02:00:00Z,50.74458,-131.80933,12.3,67.0
