imo,imo_valid,imo_format_error,imo_from_text,imo_source_match,identity_spoofing_suspected_imo,identity_spoofing_note,vessel_category,vessel_name,mmsi,call_sign,vessel_type,built_year,age_years,flag,dwt_tons,gt,loa_m,beam_m,draft_m,draft_note,nav_status,speed_knots,asset_status,compliance_risk_level,destination_port,destination_context,departure_port,departure_datetime_utc,arrival_datetime,source_confidence,raw_text
9255684,True,False,9255684,True,,,vessel,,,,Crude Oil Tanker (Танкер для перевозки сырой нефти),2004.0,,,105330.0,,244.0,,,,,,,,,,,,,needs_review,"Текущее название: RIVA

Исторические названия: GOLDEN EAGLE, MINERVA ZOE

IMO: 9255684

Тип судна: Crude Oil Tanker (Танкер для перевозки сырой нефти)

Год постройки: 2004

Технические характеристики:

Длина (LOA): 244.00 м

Ширина (Beam): 42.00 м

Дедвейт (Deadweight): 105 330 т

2. Оперативная обстановка
Данные актуальны на 2 июня 2026 г.

Статус: Судно имеет историю регулярных заходов в порты Китая (Дунцзякоу, Дунъин) и Сингапура.

Наблюдаемые аномалии: На изображении image_a8a3de.jpg, где судно зафиксировано под названием GOLDEN EAGLE (старое название), видно, что оно находится в условиях сложной ледовой обстановки, что нехарактерно для его обычных маршрутов в Юго-Восточной Азии и Китае. Это может указывать на специфические чартеры или эксплуатацию в арктических/субарктических регионах в определенные периоды деятельности.

Текущая активность: Согласно данным, судно активно меняет названия и флаги (от MINERVA ZOE к GOLDEN EAGLE и затем к RIVA), что в сочетании с отсутствием публичных данных о текущем владельце, ISM-менеджере или классификационном обществе является индикатором высокой непрозрачности операций.

3. Анализ рисков и комплаенс
Корпоративная структура: Полное отсутствие информации о менеджменте и владельцах делает RIVA крайне сложным объектом для проверки на соответствие санкционным требованиям или стандартам качества.

Операционные риски: Работа судов такого класса (AFRAMAX, 105 тыс. т дедвейта) в закрытых или санкционно-чувствительных регионах требует особого внимания. Частое переименование и смена флагов — распространенная практика для судов, работающих вне контроля крупных глобальных нефтяных трейдеров или в рамках «теневых» логистических схем.

Аналитическое резюме:
Танкер RIVA — это актив, имеющий долгую историю эксплуатации с частой сменой операционных данных. Учитывая технические характеристики (дедвейт свыше 100 000 т) и отсутствие прозрачной информации о менеджменте, судно относится к категории повышенного риска. Использование названия GOLDEN EAGLE в прошлом и текущее переименование в RIVA позволяют предположить, что судно продолжает использоваться в интенсивных региональных или специализированных перевозках сырой нефти, часто вне зоны прозрачного международного мониторинга."
9794288,True,False,,True,,,unknown,,,,,,,,,,,,,,,,,,,,,,,needs_review,\
9874911,True,False,,True,,,unknown,,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,2020.0,,Маршалловы Острова.,,,,60.0,20.3,"20,3 м.",,,,,,,,,,needs_review,"FRONT DYNAMIC (IMO 9874911), составленный на основе предоставленных данных и файла image_a95977.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker).

Флаг: Маршалловы Острова.

Год постройки: 2020.

Размеры: Общая длина составляет 329,98 м, ширина — 60,00 м.

Тоннаж: Валовая вместимость составляет 153 905 т, дедвейт — 299 420 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в порт Киирэ (Kiire), Япония.

Прогноз прибытия: Расчетное время прибытия (ETA) — 20 июля 2026 года.

Параметры движения: Текущая скорость составляет 12,0–12,1 узла, текущая осадка — 20,3 м.

Операционная история:

Последний портовый визит судна был зафиксирован в Инглсайде, США, откуда оно вышло 26 мая 2026 года.

За отчетный период было зафиксировано 17 портовых заходов; судно часто посещает порты Китая и Кореи."
9969223,True,False,,True,,,unknown,,,,Танкер для перевозки сжиженного природного газа (LNG Tanker).,2025.0,,Маршалловы Острова.,,,,46.0,9.6,"9,6 м.",,,,,,,,,,needs_review,"Тип судна: Танкер для перевозки сжиженного природного газа (LNG Tanker).

Флаг: Маршалловы Острова.

Год постройки: 2025.

Размеры: Общая длина составляет 299,00 м, ширина — 46,00 м (согласно AIS данным — 45,83 м).

Тоннаж: Валовая вместимость составляет 119 063 т, дедвейт — 92 385 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Назначение указано как «FOR ORDERS» (в ожидании дальнейших распоряжений).

Прогноз прибытия: Ожидаемое время прибытия — 16 июня 2026 года.

Параметры движения: Текущая скорость составляет 12,0–13,7 узла, текущая осадка — 9,6 м.

Операционная история:

Последний портовый визит судна был зафиксирован в порту Мап-Та-Пхут (Mab Tapud), Таиланд, откуда оно вышло 5 мая 2026 года.

За отчетный период было зафиксировано 3 портовых захода."
9799173,True,False,,True,,,unknown,,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,2018.0,,Гонконг.,,,,60.0,20.6,"20,6 м.",,,,,,,,,,needs_review,"NEW VITALITY (IMO 9799173), составленный на основе предоставленных данных и файла image_a96c03.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker).

Флаг: Гонконг.

Год постройки: 2018.

Размеры: Общая длина составляет 332,68 м, ширина — 60,00 м.

Тоннаж: Валовая вместимость составляет 163 186 т, дедвейт — 306 752 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в порт Ульсан, Республика Корея (ULSAN S-K).

Прогноз прибытия: Расчетное время прибытия (ETA) — 17 июля 2026 года.

Параметры движения: Текущая скорость составляет 13,8–14,1 узла, текущая осадка — 20,6 м.

Операционная история:

Последний портовый визит судна был зафиксирован в Инглсайде, США, откуда оно вышло 25 мая 2026 года.

За отчетный период было зафиксировано 19 портовых заходов; судно часто посещает порты Китая."
9986087,True,False,,True,,,unknown,,,,Танкер для перевозки сжиженного природного газа (LNG Tanker).,2025.0,,Либерия.,,,,47.0,9.4,"9,4 м.",,,,,,,,,,needs_review,"AL SLAIMI (IMO 9986087), составленный на основе предоставленных данных и файла image_a9775c.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сжиженного природного газа (LNG Tanker).

Флаг: Либерия.

Год постройки: 2025.

Размеры: Общая длина составляет 295,00 м, ширина — 47,00 м (согласно AIS данным — 46,44 м).

Тоннаж: Валовая вместимость составляет 114 983 т, дедвейт — 94 326 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в порт Фрипорт (Freeport), США.

Прогноз прибытия: Ожидаемое время прибытия (ETA) — 14 июня 2026 года (в данных AIS указано 13 июня 2026 года).

Параметры движения: Текущая скорость составляет 13,1–14,4 узла, текущая осадка — 9,4 м.

Операционная история:

Последний портовый визит (якорная стоянка) был зафиксирован в Сингапуре, откуда судно вышло 4 мая 2026 года.

За отчетный период было зафиксировано 14 портовых заходов, включая визиты в порты Катара (Рас-Лаффан) и Кореи."
9986087,True,False,,True,,,unknown,,,,Танкер для перевозки сжиженного природного газа (LNG Tanker).,2025.0,,Либерия.,,,,47.0,9.4,"9,4 м.",,,,,,,,,,needs_review,"AL SLAIMI (IMO 9986087), составленный на основе предоставленных данных и файла image_a9775c.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сжиженного природного газа (LNG Tanker).

Флаг: Либерия.

Год постройки: 2025.

Размеры: Общая длина составляет 295,00 м, ширина — 47,00 м (согласно AIS данным — 46,44 м).

Тоннаж: Валовая вместимость составляет 114 983 т, дедвейт — 94 326 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в порт Фрипорт (Freeport), США.

Прогноз прибытия: Ожидаемое время прибытия (ETA) — 14 июня 2026 года (в данных AIS указано 13 июня 2026 года).

Параметры движения: Текущая скорость составляет 13,1–14,4 узла, текущая осадка — 9,4 м.

Операционная история:

Последний портовый визит (якорная стоянка) был зафиксирован в Сингапуре, откуда судно вышло 4 мая 2026 года.

За отчетный период было зафиксировано 14 портовых заходов, включая визиты в порты Катара (Рас-Лаффан) и Кореи."
9457452,True,False,,True,,,unknown,,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,2011.0,,Кипр.,,,,60.0,11.0,"11,0 м.",,,,,,,,,,needs_review,"PRINCESS NATALIE (IMO 9457452), основанный на предоставленных данных и файле image_b358e5.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker).

Флаг: Кипр.

Год постройки: 2011.

Размеры: Общая длина составляет 333,08 м, ширина — 60,00 м.

Тоннаж: Валовая вместимость составляет 162 203 т, дедвейт — 320 261 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в Сент-Эстатиус (St Eustatius).

Прогноз прибытия: Расчетное время прибытия — 7 июня 2026 года.

Параметры движения: Текущая скорость составляет 14,3–15,1 узла, текущая осадка — 11,0 м.

Операционная история:

Последний портовый визит (якорная стоянка) был зафиксирован в Сингапуре, откуда судно вышло 27 апреля 2026 года.

За отчетный период было зафиксировано 18 портовых заходов, включая регулярные рейсы в порты Кореи и Саудовской Аравии.

Ранее судно носило названия CHLOE V, CHLOE и CALLISTO GLORY."
9411939,True,False,,True,,,unknown,,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,2009.0,,Мальта.,,,,48.0,15.6,"15,6 м.",,,,,— 18 июня 2026 года,,,,,needs_review,"MINERVA MARINA (IMO 9411939), составленный на основе предоставленных данных и файла image_b35c8e.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker).

Флаг: Мальта.

Год постройки: 2009.

Размеры: Общая длина составляет 274,33 м, ширина — 48,00 м.

Тоннаж: Валовая вместимость составляет 81 467 т, дедвейт — 157 954 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Назначение указано как «FOR ORDERS» (в ожидании дальнейших распоряжений).

Прогноз прибытия: Ожидаемое время прибытия в пункт назначения — 18 июня 2026 года.

Параметры движения: Текущая скорость составляет 11,9–12,5 узла, осадка — 15,6 м.

Операционная история:

Последний зафиксированный портовый визит (стоянка на якоре) был в районе Схаувенбанк (Schouwenbank), Нидерланды, откуда судно вышло 19 мая 2026 года.

Всего за отчетный период было зафиксировано 22 портовых захода; судно часто посещает порты России (Новороссийск) и Сингапура."
9997232,True,False,,True,,,unknown,,,,Танкер для перевозки химических и нефтепродуктов (Chemical/Oil Products Tanker).,2025.0,,Панама.,,,,32.2,11.8,"11,8 м.",,,,,,,,,,needs_review,"MH HOTAKA (IMO 9997232), основанный на предоставленных данных и файле image_b36086.jpg:

Основные характеристики:

Тип судна: Танкер для перевозки химических и нефтепродуктов (Chemical/Oil Products Tanker).

Флаг: Панама.

Год постройки: 2025.

Размеры: Общая длина судна составляет 183,06 м, ширина — 32,20 м.

Тоннаж: Валовая вместимость составляет 30 131 т, дедвейт — 49 948 т.

Текущая деятельность:

Статус: Судно находится на ходу (под управлением двигателя).

Маршрут: Следует в порт Алумар (Alumar), Бразилия (отмечен как Сан-Луис).

Прогноз прибытия: Расчетное время прибытия (ETA) — 8 июня 2026 года.

Параметры движения: Текущая скорость составляет 12,8–13,1 узла, текущая осадка — 11,8 м.

Операционная история:

Последний порт захода — Хьюстон, США, откуда судно вышло 27 мая 2026 года.

За отчетный период было зафиксировано 15 портовых заходов, включая визиты в порты Объединенных Арабских Эмиратов и Малайзии."
