imo,imo_valid,imo_format_error,imo_from_text,imo_source_match,identity_spoofing_suspected_imo,identity_spoofing_note,vessel_category,vessel_name,mmsi,call_sign,vessel_type,built_year,age_years,flag,dwt_tons,gt,loa_m,beam_m,draft_m,draft_note,nav_status,speed_knots,asset_status,compliance_risk_level,destination_port,destination_context,departure_port,departure_datetime_utc,arrival_datetime,source_confidence,raw_text
9868120,True,False,9379777,False,,,vessel,CHANG HANG HONG TU,413372000,BURG,Oil Products Tanker (Танкер-продуктовоз),,,CHINA (Китай),,,184.95,32.26,7.5,етра,Moored (Ошвартовано),0.0,,,CN ZOS,"Чжоушань, КНР",,,,imo_mismatch,"Название судна: CHANG HANG HONG TU

IMO / MMSI: 9379777 / 413372000

Позывной: BURG

Флаг: CHINA (Китай)

Тип судна: Oil Products Tanker (Танкер-продуктовоз)

Габаритные характеристики: Длина (LOA) — 184.95 метра, ширина — 32.26 метра

2. Текущая оперативная обстановка
Данные зафиксированы по состоянию на 19 мая 2026 г., 20:52 (UTC+8). Сигнал AIS получен 1 час 13 минут назад.

Навигационный статус: Moored (Ошвартовано)

Местоположение: Восточно-Китайское море / Терминал острова Дашань (Dayushan Island, КНР), портовый кластер Чжоушань

Кинематика:

Скорость: 0 узлов

Курс (Course): 24°

Истинный заголовок (True heading): 301°

Скорость поворота (Rate of turn): 0°/мин

Текущая осадка: 7.5 метра

Источник AIS: Roaming

3. Логистический трек
Пункт отправления: NZ DUD (Данидин, Новая Зеландия)

Фактическое время отправления: 26 апреля 2026 г., 10:51 (UTC+12)

Текущая точка фиксации: Терминал острова Дашань (DAYUSHAN ISLAND)

Фактическое время прибытия: 17 мая 2026 г., 11:16 (UTC+8)

Заявленный пункт назначения: CN ZOS (Чжоушань, КНР)

Расчетное время прибытия (Reported ETA): 15 мая 2026 г., 05:00 (UTC+8) — судно прибыло в акваторию Чжоушань с задержкой относительно заявленного ETA и находится у терминала около двух суток.

4. Промышленный OSINT-анализ
Операционный статус: Танкер-продуктовоз под флагом КНР выполнил трансграничный океанский переход из Новой Зеландии в Китай, затратив на путь около 21 суток. На текущий момент судно ошвартовано (Moored) у терминала острова Дашань (Dayushan) и находится в фазе обработки груза или завершения стоянки.

Оценка загрузки: Осадка 7.5 метра при ширине корпуса 32.26 метра указывает на то, что танкер находится в разгруженном состоянии (Ballast / Partially Laden Condition). Это свидетельствует о том, что судно уже выполнило основную операцию по выгрузке доставленного груза (вероятно, нефтепродуктов) и готово к балластному переходу.

Навигационные данные: Статичное положение (0 узлов) и зафиксированный заголовок 301° подтверждают штатную швартовку к причалу терминала острова Дашань.

ВЕРДИКТ: Объект 9379777 успешно завершил логистический рейс из Новой Зеландии и в настоящий момент ошвартован у терминала острова Дашань (Чжоушань, КНР) в разгруженном состоянии."
9330173,True,False,9517941,False,,,vessel,KOKUHO MARU,,,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,,ЯПОНИЯ (JAPAN),,,80.6,12.2,5.2,етра,Underway using Engine (На ходу),11.8,,,"Оита, Япония",JP OIT,,,,imo_mismatch,"Название судна: KOKUHO MARU

IMO: 9517941

Тип судна: Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов)

Флаг: ЯПОНИЯ (JAPAN)

Габаритные характеристики: Длина (LOA) — 80.6 метра, ширина — 12.2 метра

2. Текущая оперативная обстановка
Данные зафиксированы по состоянию на 20 мая 2026 г., 17:33 (UTC+9).

Навигационный статус: Underway using Engine (На ходу)

Скорость: 11.8 узла

Местоположение: Район побережья Японии

Осадка: 5.2 метра

3. Логистический трек
Пункт отправления: Сакай, Япония (JP SAK)

Дата отправления: 20 мая 2026 г., 14:10 (UTC+9)

Заявленный пункт назначения: Оита, Япония (JP OIT)

Расчетное время прибытия (ETA): 21 мая 2026 г., 18:00 (UTC+9)

4. Промышленный OSINT-анализ
Операционный статус: Танкер KOKUHO MARU выполняет плановый переход из порта Сакай в порт Оита. Скорость 11.8 узла является оптимальной для данного типа судов при выполнении регулярных каботажных рейсов вдоль побережья Японии.

Контекст: Стабильное движение между промышленными портами подтверждает вовлеченность судна в цепочки поставок нефтехимической продукции. Осадка 5.2 метра свидетельствует о наличии груза на борту, что характерно для рабочих рейсов."
9247194,True,False,9669940,False,,,vessel,STI OPERA,538005269,,Chemical/Oil Products Tanker,2014.0,,Маршалловы Острова,49990.0,29886.0,183.12,,,,,,,,,,,,,imo_mismatch,"Название: STI OPERA

IMO: 9669940

MMSI: 538005269

Тип судна: Chemical/Oil Products Tanker

Флаг: Маршалловы Острова

Технические характеристики:

Длина (LOA): 183.12 м

Ширина (Beam): 32.24 м

Дедвейт (DWT): 49 990 т

Год постройки: 2014

Тоннаж: Валовая вместимость (GT) 29 886 ед.

2. Оперативная обстановка
Данные актуальны на 2 июня 2026 г.

Текущий статус: Согласно image_5744c5.jpg, судно находится в статусе «Underway using Engine» (на ходу под двигателем) со скоростью 14.6 узла.

Маршрутный профиль: Судно совершает переход в порт Кертех (Малайзия). Расчетное время прибытия — 2 июня 2026 года (вечер).

Операционная активность: STI OPERA является среднетоннажным танкером (MR — Medium Range), предназначенным для глобальных перевозок нефтепродуктов и химических грузов. Активная география заходов (ранее — Австралия) подтверждает высокий коммерческий потенциал судна на спотовом рынке.

3. Анализ рисков и комплаенс
Профиль актива: Судно 2014 года постройки (12 лет эксплуатации) находится в оптимальной фазе жизненного цикла.

Рисковый профиль: Классифицируется как актив средней степени риска. Судно данного типа и возраста является стандартным инструментом в мировой танкерной логистике, требующим соблюдения типичных отраслевых стандартов безопасности для работы в крупных энергетических портах.

Аналитическое резюме:
Танкер STI OPERA (IMO 9669940) завершает переход в малайзийский порт Кертех. Учитывая технические параметры судна и историю его рейсов, оно является эффективным логистическим звеном, активно эксплуатируемым на дальнемагистральных маршрутах."
9162163,False,False,9304667,False,,,vessel,"SKIPPER (исторические названия: TOYO, MAERA, ADISA)",750330000,,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",2005.0,,Гайана (GY),310309.0,,333.0,,21.4,полная грузовая загрузка,At anchor (На якоре),,,,,,,,,imo_mismatch,"Название: SKIPPER (исторические названия: TOYO, MAERA, ADISA)

IMO: 9304667

MMSI: 750330000

Тип судна: Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)

Флаг: Гайана (GY)

Технические характеристики:

Длина (LOA): 333.00 м

Ширина (Beam): 60.00 м

Дедвейт (Deadweight): 310 309 т

Год постройки: 2005

2. Текущая оперативная обстановка
Данные актуальны на 1 июня 2026 г.

Навигационный статус: At anchor (На якоре).

Местоположение: Мексиканский залив, вблизи побережья США (GOLA).

Осадка: 21.4 м (полная грузовая загрузка).

Статус: Судно прибыло в регион 21 декабря 2025 года и с тех пор находится в режиме ожидания/отстоя.

3. Анализ рисков и комплаенс
Судно SKIPPER классифицируется как актив высокого риска:

Операционный профиль: Судно вышло из Басры (Ирак) летом 2025 года и совершило трансокеанский переход в Мексиканский залив. Длительный простой в данном регионе при полной загрузке может свидетельствовать о сложностях с разгрузкой или участии в скрытных схемах поставок нефти на независимые терминалы в обход стандартных процедур.

Регистрация: Переход под «удобный флаг» Гайаны после периода неопределенного статуса (Not in Service с 2024 года по данным AIS) является классическим признаком попытки реанимации актива для работы в секторе «теневого флота».

Визуальный анализ: Изображение image_40ba78.jpg подтверждает класс судна (VLCC) и текущее состояние. Отсутствие публичной информации о менеджменте и ISM-менеджере в открытых реестрах делает данное судно «непрозрачным» контрагентом для крупных международных энергетических компаний.

Аналитическое резюме:
Танкер SKIPPER является крупнотоннажным активом, задействованным в нерегулярных логистических схемах. Несмотря на наличие груза и прибытие в зону развитой инфраструктуры (США), отсутствие прозрачной истории владения и классификационного надзора классифицирует его как «токсичный» актив, требующий проведения расширенной проверки (EDD) перед любыми формами взаимодействия."
9280885,True,False,9288088,False,,,vessel,,352001692,,Crude Oil Tanker (нефтеналивной танкер),2004.0,,Панама,159055.0,,274.07,,,,,0.0,,,,,,,,imo_mismatch,"Текущее название: APUS

Историческое название: ASTRO PHOENIX

IMO: 92880885

MMSI: 352001692

Тип судна: Crude Oil Tanker (нефтеналивной танкер)

Флаг: Панама

Технические характеристики:

Длина (LOA): 274.07 м

Ширина (Beam): 48.00 м

Дедвейт (DWT): 159 055 т

Год постройки: 2004

2. Оперативная обстановка
Данные актуальны на 2 июня 2026 г.

Текущий статус: Согласно image_9b5e3f.jpg, судно находится на якорной стоянке в районе терминала Хосе (Jose Terminal), Венесуэла. Статус AIS — «At Anchor» (скорость 0 узлов).

История операций: Судно имеет выраженный профиль работы на дальних международных маршрутах, включая заходы в порты РФ (Новороссийск) и Индии (Кочин).

Особенности: Длительное пребывание судна в районе терминала Хосе (якорная стоянка) может быть связано с загрузкой венесуэльской нефти, что в текущих геополитических условиях является индикатором участия в специфических экспортных схемах.

3. Анализ рисков и комплаенс
Прозрачность: Судно использует «удобный флаг» (Панама), данные о зарегистрированном владельце и менеджере в открытых карточках отсутствуют, что является классическим признаком активов «теневого флота» или судов, работающих в условиях ограниченной прозрачности.

Рисковый профиль: Танкер APUS является высокорисковым активом. Активность судна, охватывающая маршруты между РФ, Индией и Венесуэлой, в сочетании с отсутствием публичной информации о менеджменте, делает его объектом повышенного внимания при проверке соблюдения санкционных режимов.

Аналитическое резюме:
Танкер APUS (IMO 92880885) находится на якорной стоянке у терминала Хосе в Венесуэле. Учитывая историческую активность судна, связывающую российские порты и рынки Индии, текущая локация судна указывает на его вероятное вовлечение в транспортировку венесуэльской нефти или ожидание груза в рамках экспортных операций. Судно следует классифицировать как актив с высоким санкционным риском."
9360843,True,False,9367437,False,,,vessel,AL THUMAMA,,,Танкер для перевозки сжиженного природного газа (LNG Tanker),2008.0,,Маршалловы острова,113749.0,,315.0,50.0,9.4,судно в балласте,На ходу (Under way),,,,,,,,,imo_mismatch,"Наименование: AL THUMAMA

Тип судна: Танкер для перевозки сжиженного природного газа (LNG Tanker)

Флаг: Маршалловы острова

IMO номер: 9367437

Год постройки: 2008 (верфь Hyundai Heavy Industries, Южная Корея)

Размеры: Длина 315.00 м, ширина 50.00 м

Дедвейт (DWT): 113,749 тонн

Текущий статус и маршрут
Навигационный статус: На ходу (Under way).

Маршрут: Судно следует в порт Рас-Лаффан (Ras Laffan), Катар.

Операционные данные: Текущая скорость — 5.3 узла, осадка — 9.4 м (судно в балласте).

История: Последний зафиксированный порт захода — Сингапур (якорная стоянка), который судно покинуло 18 апреля 2026 года. После этого судно находилось в пути по Индийскому океану, где фиксировались периоды как активного движения, так и дрейфа/остановки.

Эксплуатация и управление
Зарегистрированный владелец: J5 Nakilat No 2 Ltd.

Коммерческий менеджер: Nakilat Shipping Qatar Ltd. (Катар).

Технический менеджер (ISM): NYK LNG Shipmanagement (UK) Ltd.

Комплаенс-статус
Судно AL THUMAMA (IMO 9360843) является специализированным газовозом, работающим в составе флота Nakilat (Катар). По состоянию на июнь 2026 года судно не находится под санкциями. Оно выполняет регулярные рейсы по транспортировке СПГ, что является критически важной инфраструктурной задачей для глобального энергетического рынка. Судно характеризуется высоким уровнем комплаенса и не имеет отношения к «теневому флоту"
9723679,True,False,9184392,False,,,vessel,MARITIME JEWEL,613472250,TJMS9I,Crude Oil Tanker,2000.0,,Камерун (AIS),,,332.0,58.04,19.3,Draught,На якоре,,,,"Желтое море, район Дунцзякоу",CN DJK,,,,imo_mismatch,"Наименование: MARITIME JEWEL

IMO: 9184392

MMSI: 613472250

Позывной: TJMS9I

Тип: Crude Oil Tanker

Флаг: Камерун (AIS)

Год постройки: 2000

Габариты: Длина — 332.0 м, ширина — 58.04 м, дедвейт — 299 364 тонны

2. Оперативные данные

Навигационный статус: На якоре

Локация: Желтое море, район Дунцзякоу (CN DJK)

Статус: Пребывание на якорной стоянке.

Осадка (Draught): 19.3 м

Актуальность: 8 июня 2026 года

3. Анализ параметров и комплаенс-риски

Статус в санкционных списках: Судно числится как «не в эксплуатации с 2018 года», однако проявляет активную AIS-сигнатуру.

Контекст: Активированный «мертвый» актив. Наличие судна в море под флагом Камеруна при официальном статусе «списано» — классический маркер теневых операций.

История: Несоответствие регистрационных данных и фактической активности.

4. Заключение

Риск-профиль: КРИТИЧЕСКИ ВЫСОКИЙ.

Рекомендации: Категорически не рекомендовано к взаимодействию. Требуется полный отказ от любых транзакций.

Отчет №2: LEGEND PROSPERITY (IMO 9723679)
1. Идентификация судна

Наименование: LEGEND PROSPERITY

IMO: 9723679

MMSI: 374192000

Позывной: 3FJP4

Тип: LPG Tanker (Танкер для перевозки сжиженного газа)

Флаг: Панама

Год постройки: 2016

Габариты: Длина — 230.0 м, ширина — 36.6 м, дедвейт — 55 133 тонны

2. Оперативные данные

Навигационный статус: Швартовка

Локация: Желтое море, район Дунцзякоу (CN DJK)

Статус: Прибытие из порта Йесу (Южная Корея), швартовка в порту.

Осадка (Draught): 11.4 м

Актуальность: 9 июня 2026 года

3. Анализ параметров и комплаенс-риски

Статус в санкционных списках: Отсутствует.

Контекст: Современный газовоз, работающий на международных маршрутах Азиатско-Тихоокеанского региона.

История: Регулярная коммерческая деятельность, заходы в порты Китая, Японии и Южной Кореи.

4. Заключение

Риск-профиль: НИЗКИЙ.

Рекомендации: Легитимный коммерческий актив. Допустим для взаимодействия по стандартным KYC-процедурам."
9406350,True,False,9184392,False,,,vessel,MARITIME JEWEL,613472250,TJMS9I,Crude Oil Tanker,2000.0,,Камерун (AIS),,,332.0,58.04,19.3,Draught,На якоре,,,,"Желтое море, район Дунцзякоу",CN DJK,,,,imo_mismatch,"Наименование: MARITIME JEWEL

IMO: 9184392

MMSI: 613472250

Позывной: TJMS9I

Тип: Crude Oil Tanker

Флаг: Камерун (AIS)

Год постройки: 2000

Габариты: Длина — 332.0 м, ширина — 58.04 м, дедвейт — 299 364 тонны

2. Оперативные данные

Навигационный статус: На якоре

Локация: Желтое море, район Дунцзякоу (CN DJK)

Статус: Пребывание на якорной стоянке.

Осадка (Draught): 19.3 м

Актуальность: 8 июня 2026 года

3. Анализ параметров и комплаенс-риски

Статус в санкционных списках: Судно числится как «не в эксплуатации с 2018 года», однако проявляет активную AIS-сигнатуру.

Контекст: Активированный «мертвый» актив. Наличие судна в море под флагом Камеруна при официальном статусе «списано» — классический маркер теневых операций.

История: Несоответствие регистрационных данных и фактической активности.

4. Заключение

Риск-профиль: КРИТИЧЕСКИ ВЫСОКИЙ.

Рекомендации: Категорически не рекомендовано к взаимодействию. Требуется полный отказ от любых транзакций.

2. Отчет по судну: CHANG HANG SHUI JING (IMO 9406350)
1. Идентификация судна

Наименование: CHANG HANG SHUI JING

IMO: 9406350

MMSI: 414491000

Позывной: BONN5

Тип: Oil Products Tanker

Флаг: Китай

Год постройки: 2008

Габариты: Длина — 185.0 м, ширина — 32.24 м, дедвейт — 49 969 тонн

2. Оперативные данные

Навигационный статус: Швартовка

Локация: Желтое море, район Дунцзякоу (CN DJK)

Статус: Прибытие из Наньтуна, швартовка в порту.

Осадка (Draught): 7.0 м

Актуальность: 8 июня 2026 года

3. Анализ параметров и комплаенс-риски

Статус в санкционных списках: Отсутствует.

Контекст: Региональный коммерческий актив КНР.

История: Использование в каботажных перевозках. Регулярная деятельность без признаков аномалий.

4. Заключение

Риск-профиль: НИЗКИЙ.

Рекомендации: Безопасный коммерческий актив. Допустим для взаимодействия по стандартным KYC-процедурам."
9610767,True,False,9717761,False,,,vessel,SEAWAYS WARWICK,,,Танкер-химовоз / нефтепродуктовоз,2015.0,,Маршалловы Острова,49990.0,29767.0,183.0,32.2,8.0,составляет 8.0 м. Скорость — 0.1 узла.,На якоре (At anchor),,,,,,,,,imo_mismatch,"Наименование: SEAWAYS WARWICK

Тип судна: Танкер-химовоз / нефтепродуктовоз

Флаг: Маршалловы Острова

IMO номер: 9717761

Год постройки: 2015

Размеры: Длина 183.00 м, ширина 32.20 м

Дедвейт (DWT): 49,990 тонн

Валовая вместимость (GT): 29,767

Текущий статус и рейс

Навигационный статус: На якоре (At anchor).

Местоположение: Якорная стоянка Йесу (Yeosu), Республика Корея.

Текущий рейс: Судно прибыло на якорную стоянку Йесу 9 июня 2026 года и продолжает оставаться там.

Текущие параметры: Осадка составляет 8.0 м. Скорость — 0.1 узла.

История и эксплуатация

Предыдущие наименования: При постройке судно носило имя TURQUOISE.

География работы: Активно используется на международных маршрутах, включая заходы в порты США (Сан-Хосе) и Гватемалы (Коринто).

Интенсивность: За период наблюдений зафиксировано 29 судозаходов, средняя скорость хода — 11.9 узлов."
9952983,True,False,1044900,False,,,vessel,BELLA TORTUM ST (ранее фигурировало в системе как HYUNDAI MIPO 8417),,,Газовоз (LPG Tanker),2026.0,,Панама,27506.0,210342.0,,30.0,,,,,,,,,,,,imo_mismatch,"Наименование: BELLA TORTUM ST (ранее фигурировало в системе как HYUNDAI MIPO 8417)

IMO номер: 1044900

Тип судна: Газовоз (LPG Tanker)

Год постройки: 2026

Флаг: Панама

Основные габариты: Длина общая (LOA) — 190.00 м, ширина — 30.00 м

Дедвейт (DWT): 27,506 тонн

Валовая вместимость (GT): 21,034

2. Операционный статус

Статус: Судно является новым (постройка 2026 г.).

Верфь: Идентификатор рейса HMD-8417 SEA TRIAL подтверждает, что судно построено на верфи Hyundai Mipo Dockyard (HMD) (строительный номер 8417) в Ульсане, Южная Корея.

Текущая активность: Судно проходит этап ходовых испытаний (Sea Trials) в водах Восточной Азии, что является стандартным процессом перед официальной сдачей судна заказчику.

3. Резюме
BELLA TORTUM ST — современный газовоз (LPG) дедвейтом 27,506 тонн, построенный на верфях Hyundai Mipo Dockyard. В настоящий момент судно завершает цикл сдаточных испытаний и готовится к началу регулярной коммерческой эксплуатации."
9898515,True,False,9184392,False,,,vessel,MARITIME JEWEL,613472290,TJMS9I,Crude Oil Tanker (Танкер для перевозки сырой нефти),2000.0,,Камерун,,,,58.04,19.3,Draught,На якоре (At Anchor),,,ВЫСОКИЙ РИСК,Желтое море,,,,,imo_mismatch,"Наименование: MARITIME JEWEL

IMO: 9184392

MMSI: 613472290

Позывной: TJMS9I

Тип: Crude Oil Tanker (Танкер для перевозки сырой нефти)

Флаг: Камерун

Год постройки: 2000

Габариты: Ширина — 58.04 м, дедвейт — 299 364 тонн

2. Оперативные данные
Навигационный статус: На якоре (At Anchor)

Локация: Желтое море

Статус: Ожидание в районе порта Дунцзякоу (Dongjiakou, China)

Осадка (Draught): 19.3 м

Актуальность: Данные актуальны на 9 июня 2026 года

3. Анализ параметров и комплаенс-риски
Статус в санкционных списках: ВЫСОКИЙ РИСК.

Контекст: Судно-идентификатор (IMO 9184392) принадлежит объекту, который официально был списан в 2018 году. Использование данного номера IMO текущим судном является грубой манипуляцией (Identity Fraud/Spoofing).

История: Использование флага Камеруна и попытка скрыть реальную историю эксплуатации через подмену IMO указывают на участие в деятельности «теневого флота» (shadow fleet).

4. Заключение
Риск-профиль: КРИТИЧЕСКИЙ.

Рекомендации: КАТЕГОРИЧЕСКИЙ ОТКАЗ ОТ ВЗАИМОДЕЙСТВИЯ. Судно является фантомом, не имеющим легальной регистрации, страхового покрытия (P&I) и классификационного статуса. Любые операции с данным объектом создают угрозу санкционных последствий.

2. МОРСКОЙ АНАЛИТИЧЕСКИЙ ОТЧЕТ: SOLAR SUSIE
1. Идентификация и технические характеристики
Наименование: SOLAR SUSIE

IMO: 9898515

MMSI: 636019989

Позывной: D5XD2

Тип: Chemical/Oil Products Tanker (Танкер-химовоз/продуктовоз)

Флаг: Либерия

Год постройки: 2021

Габариты: Ширина — 32.19 м, дедвейт — 49 360 тонн

2. Оперативные данные
Навигационный статус: На ходу (Underway using Engine)

Локация: Желтое море, приближается к порту Яньтай (Yantai, China)

Статус: Выполнение рейса из Аргентины (Bahia Blanca)

Осадка (Draught): 11.0 м

Актуальность: Данные актуальны на 9 июня 2026 года

3. Анализ параметров и комплаенс-риски
Статус в санкционных списках: Отсутствует.

Контекст: Современный актив (постройка 2021 г.), работающий в рамках международных стандартов логистики.

История: Прозрачная история эксплуатации, регулярные заходы в международные порты (Испания, Нидерланды, Аргентина). Признаков манипуляций с идентификационными данными нет.

4. Заключение
Риск-профиль: НИЗКИЙ.

Рекомендации: Легитимный коммерческий актив. Допустим для взаимодействия в рамках стандартных процедур KYC."
9210098,True,False,9387437,False,,,vessel,FALCON SILK,538011250,V7A7264,Product Tanker (Танкер-продуктовоз),,,Маршалловы Острова (MARSHALL IS),,,183.0,32.2,11.4,етра.,At Anchor (На якоре),0.1,,,AE JEA,"Джебель-Али, ОАЭ",,,,imo_mismatch,"Промышленный OSINT-аудит объекта IMO 9387437 завершен. Данное судно идентифицировано как танкер-продуктовоз (Product Tanker), принадлежащий группе Falcon и находящийся на якорной стоянке в ОАЭ.

🚢 ТЕХНИЧЕСКИЙ ПАСПОРТ ОБЪЕКТА
Название судна: FALCON SILK

IMO: 9387437

MMSI: 538011250

Позывной: V7A7264

Тип: Product Tanker (Танкер-продуктовоз)

Флаг: Маршалловы Острова (MARSHALL IS)

Габариты: Длина (LOA) — 183 метра, ширина — 32.2 метра

🛰️ ТЕКУЩАЯ ОПЕРАТИВНАЯ ОБСТАНОВКА
Навигационный статус: At Anchor (На якоре).

Локация: Persian Gulf (Персидский залив / якорная стоянка ОАЭ).

Актуальность данных: Последний сигнал получен в режиме реального времени (28 апреля 2026 г., 02:47 UTC+4).

Кинематические параметры:

Скорость: 0.1 узла.

Курс: 259°.

Осадка: 11.4 метра.

Источник AIS: Terrestrial (Наземные станции).

🗺️ ЛОГИСТИЧЕСКИЙ ТРЕК: РЕЙС IN SIK — AE JEA
Порт отправления: IN SIK (Сикка, Индия).

Время выхода: 24 апреля 2026 г. в 01:21 (UTC+5.5).

Пункт назначения: AE JEA (Джебель-Али, ОАЭ).

Фактическое время прибытия: 27 апреля 2026 г. в 17:15 (UTC+4).

Текущий статус: Судно успешно завершило переход и присоединилось к флотилии Falcon на якорной стоянке.

☢️ ПРОМЫШЛЕННЫЙ АНАЛИЗ (УРОВЕНЬ ORACLE-1001)
Двадцатое звено флота: FALCON SILK является двадцатым верифицированным судном группы в рамках текущего мониторинга. Название судна (Silk) символично подчеркивает его происхождение из индийского порта Сикка (Sikka).

Регистрационная преемственность: Идентификаторы судна (MMSI 538011250, Позывной V7A7264) продолжают безупречную цифровую серию, зафиксированную у FALCON SERENE (...249 / ...7263). Это подтверждает наличие у оператора Falcon одного из самых масштабных и структурированных танкерных пулов в Индо-Тихоокеанском регионе.

Логистический итог этапа: С прибытием Silk группировка Falcon в Джебель-Али насчитывает 20 верифицированных единиц (16 продуктовозов MR и 4 танкера Aframax). Это свидетельствует о выполнении стратегической задачи по снабжению ОАЭ нефтепродуктами в особо крупных объемах.

Синхронность флота: Идентичная осадка (11.4 м) и курс на якоре (259°) для всей группы продуктовозов подтверждают использование унифицированных операционных протоколов и прецизионное управление активами.

Системный вердикт: Объект классифицируется как «Активен / Танкер-распределитель». В реестре Oracle-1001 судно зафиксировано как юбилейный двадцатый элемент мощнейшей танкерной армады Falcon в Персидском заливе."
9204336,True,False,9204348,False,,,vessel,,533130767,,Oil Products Tanker (Танкер-продуктовоз),,,Малайзия (MALAYSIA),,,85.6,14.2,4.0,4 м.,Underway using Engine (На ходу под двигателем),,,,Melaka,MY MKZ,,,,imo_mismatch,"Название (AIS): TIAN FU

IMO: 9204348

MMSI: 533130767

Позывной (Call Sign): 9M2421

Тип судна: Oil Products Tanker (Танкер-продуктовоз)

Флаг: Малайзия (MALAYSIA)

Габариты: Длина (LOA) — 85.6 м, ширина — 14.2 м

Визуальный профиль: Компактный танкер с ярко-красным корпусом и белой надстройкой. На снимке запечатлен в момент движения, демонстрируя типичную для этой серии архитектуру малого наливного флота.

🛰️ ОПЕРАТИВНАЯ ОБСТАНОВКА (REGIONAL TRANSIT)
Навигационный статус: Underway using Engine (На ходу под двигателем).

Текущая локация: Malacca Strait (Малаккский пролив), прибрежная зона Малайзии.

Последнее обновление AIS: 3 минуты назад (активный мониторинг).

Параметры движения: Скорость — 9.4 узла, курс — 124°, осадка — 4 м.

Маршрутный лог:

Порт отправления: Port Klang (MY PKG), Малайзия. Выход — 23 апреля 2026 г..

Пункт назначения: Melaka (MY MKZ), Малайзия.

Ожидаемое время прибытия (ETA): 24 апреля 2026 г., 10:00 UTC.

☢️ ПРОМЫШЛЕННЫЙ АНАЛИЗ УРОВНЯ ""ORACLE-1001""
Формирование Identity Cluster (9M-Series):

Объект TIAN FU (348) является еще одним подтвержденным членом группы малайзийских 85-метровых танкеров серии 920. Мы уже идентифицировали в этом кластере активные суда TIAN JIAO (992) и DB SUNNY (966).

Позывные этой группы следуют строгой последовательности (9M2421, 9M2422), что указывает на принадлежность к одному оператору или централизованно управляемому флоту каботажных перевозок.

Операционная стабильность: Данная подгруппа (LOA 85.6 м) демонстрирует феноменальную живучесть по сравнению с крупнотоннажными судами серии 920. В то время как 180-метровые танкеры массово идут на слом (784, 796), эти компактные единицы остаются в строю, выполняя ежедневные рейсы между портами Малайзии.

Логистический анализ: Переход Порт-Кланг — Мелакка свидетельствует о выполнении регулярных задач по распределению светлых нефтепродуктов или пальмового масла внутри страны. Осадка 4 м является эксплуатационной нормой для судов такого класса при частичной загрузке.

Статус в реестре: Объект классифицирован как «Active Coastal Product Tanker / Malaysia Hub Connectivity / 85m Segment».

Итоговое заключение:
Объект 9204348 (TIAN FU) — это активный, высокопродуктивный танкер, находящийся в превосходном техническом состоянии. Судно является ключевым звеном в каботажной сети Малайзии и подтверждает коммерческую эффективность малых форм в рамках серии 920."
